Name,Type,County,ElectionDate,Amount,Purpose,Description,PropNumber,VotesFor,VotesAgainst,Result
Irving,CITY,Dallas,2/6/99,18105000,Other,Fire Imprs,7,2734,429,Carried
Irving,CITY,Dallas,2/6/99,25000000,Other,Drainage,2,2692,473,Carried
Irving,CITY,Dallas,2/6/99,9055000,Other,Landfill,6,2641,519,Carried
Irving,CITY,Dallas,2/6/99,8500000,Building,Building,5,2293,876,Carried
Irving,CITY,Dallas,2/6/99,7300000,Other,Library,4,2364,746,Carried
Austwell-Tivoli ISD,ISD,Refugio,1/30/99,1300000,Building,School Building,1,1,0,Carried
Bowie ISD,ISD,Montague,1/26/99,13000000,Building,School Building,1,703,889,Defeated
Sugar Land,CITY,Fort Bend,1/16/99,6925000,Other,Park,3,1017,225,Carried
Arlington,CITY,Tarrant,1/16/99,7605000,Other,Fire Station,3,12132,3222,Carried
Arlington,CITY,Tarrant,1/16/99,3725000,Building,Library,4,10838,4506,Carried
Sugar Land,CITY,Fort Bend,1/16/99,7700000,Other,Public Safety Improvements,2,1036,205,Carried
Arlington,CITY,Tarrant,1/16/99,4250000,Other,Police Station,2,11709,3657,Carried
Arlington,CITY,Tarrant,1/16/99,85520000,Other,Road,1,11601,3775,Carried
Sugar Land,CITY,Fort Bend,1/16/99,19875000,Other,Street,1,1063,179,Carried
Bastrop,CITY,Bastrop,1/16/99,950000,Other,Public Saftey Imprs,1,221,57,Carried
Arlington ISD,ISD,Tarrant,1/16/99,51590000,Other,School Building,2,10184,5641,Carried
Arlington ISD,ISD,Tarrant,1/16/99,30000000,Renovations,Technology,3,10946,4858,Carried
Arlington ISD,ISD,Tarrant,1/16/99,161250000,Other,School Building,1,11176,4680,Carried
Arlington ISD,ISD,Tarrant,1/16/99,18840000,Other,School Building,4,10447,5389,Carried
Tattor Road MUD,WD,Harris,1/16/99,5000000,Refund,Refunding,1,1,0,Carried
Tattor Road MUD,WD,Harris,1/16/99,5000000,Other,Water and Sewer,1,18,12,Carried
Cypress Hill MUD 1,WD,Harris,1/16/99,35620000,Programs,"Water, Sewer & Drainage",1,1,0,Carried
Spring Creek Forest PUD,WD,Harris,12/16/98,6200000,Other,Water and Sewer,1,1,0,Carried
Flatonia ISD,ISD,Fayette,12/8/98,2995000,Building,School  Building,1,299,507,Defeated
Center ISD,ISD,Shelby,12/8/98,8950000,Building,School Building,1,666,238,Carried
Smithville ISD,ISD,Bastrop,12/5/98,11500000,Building,School Building,1,317,699,Defeated
Banquete ISD,ISD,Nueces,12/5/98,4700000,Building,School Building,1,270,322,Defeated
Boerne ISD,ISD,Kendall,12/5/98,26985000,Building,School Building,1,2264,1609,Carried
Boerne ISD,ISD,Kendall,12/5/98,605000,Other,Buses,5,2115,1701,Carried
Boerne ISD,ISD,Kendall,12/5/98,1710000,Other,Technology,2,2263,1565,Carried
Tuloso-Midway ISD,ISD,Nueces,12/5/98,20000000,Building,School Building,1,1,0,Carried
Boerne ISD,ISD,Kendall,12/5/98,590000,Other,Campus Imprs,3,2141,1676,Carried
Boerne ISD,ISD,Kendall,12/5/98,355000,Other,Land purchase,4,2134,1685,Carried
Harris County MUD 055,WD,Harris,12/5/98,9240000,Other,Water & Sewer,1,1,0,Carried
Austin,CITY,Travis-Williamson,11/3/98,10750000,Other,Water Imprs,5,82775,42730,Carried
College Station,CITY,Brazos,11/3/98,2477000,Other,Fire Station,3,6234,2148,Carried
Austin,CITY,Travis-Williamson,11/3/98,54675000,Other,Public Saftey Imprs,3,90961,35198,Carried
Austin,CITY,Travis-Williamson,11/3/98,46390000,Other,Cultural Arts Facilities,6,1,0,Carried
College Station,CITY,Brazos,11/3/98,3640000,Other,Drainage Imprs,6,5355,2887,Carried
College Station,CITY,Brazos,11/3/98,2980000,Other,Traffic Signal Imprs,2,5774,2576,Carried
Austin,CITY,Travis-Williamson,11/3/98,152000000,Renovations,Street Improvements,1,92017,34904,Carried
San Marcos,CITY,Hays,11/3/98,8235000,Other,Street,1,1,0,Carried
Austin,CITY,Travis-Williamson,11/3/98,75925000,Other,Park Imprs,2,75065,51509,Carried
College Station,CITY,Brazos,11/3/98,1835000,Other,Land purchase,4,4173,3899,Carried
College Station,CITY,Brazos,11/3/98,8539000,Other,Street,1,6334,2141,Carried
College Station,CITY,Brazos,11/3/98,4769000,Other,Park,5,5519,2761,Carried
Wharton County,COUNTY,Wharton,11/3/98,6500000,Other,Courthouse Improvements,1,2614,5667,Defeated
Columbia-Brazoria ISD,ISD,Brazoria,11/3/98,10000000,Building,School  Building,1,1,0,Carried
Houston ISD,ISD,Harris,11/3/98,678000000,Building,Building,NR,1,0,Carried
Columbia-Brazoria ISD,ISD,Brazoria,11/3/98,5000000,Building,School  Building,2,1,0,Carried
Alvarado ISD,ISD,Johnson,11/3/98,10500000,Building,School Building,1,1,0,Carried
Callisburg ISD,ISD,Cooke,11/3/98,3500000,Building,School Building,1,737,269,Carried
Big Oaks MUD,WD,Fort Bend,11/3/98,19600000,Other,"Water, Sewer & Drainage",1,1,0,Carried
Banquete ISD,ISD,Nueces,10/3/98,4700000,Building,School Building,1,84,151,Defeated
Lamar CISD,ISD,Fort Bend,10/3/98,92090000,Building,School  Building,1,1,0,Carried
Cameron ISD,ISD,Milam,10/3/98,6795000,Building,School Building,1,1,0,Carried
Barbers Hill ISD,ISD,Chambers,10/3/98,45000000,Building,School  Building,1,825,157,Carried
Sheldon ISD,ISD,Harris,10/3/98,23500000,Building,School  Building,1,1,0,Carried
Crosby ISD,ISD,Harris,10/3/98,26300000,Building,School  Building,1,714,611,Carried
Bay City ISD,ISD,Matagorda,10/3/98,30000000,Other,School Building,1,1338,432,Carried
Carrollton-Farmers Branch ISD,ISD,Dallas,10/3/98,198600000,Other,School Building,1,2688,371,Carried
Howe ISD,ISD,Grayson,10/3/98,12000000,Building,School  Building,1,330,211,Carried
Cypress-Fairbanks ISD,ISD,Harris,10/3/98,264660000,Other,School Building Improvements,1,1,0,Carried
Clear Lake City WA,WD,Harris,10/3/98,24355000,Other,Water & Sewer,1,1,0,Carried
Northside ISDa,ISD,Bexar,9/26/98,224000000,Building,School  Building,1,10197,3934,Carried
Flatonia ISD,ISD,Fayette,9/22/98,2995000,Building,School  Building,1,376,376,Defeated
Eanes ISD,ISD,Travis,9/19/98,49900000,Building,School  Building,1,3818,5056,Defeated
Hallsville ISD,ISD,Harrison,9/19/98,5000000,Building,School  Building,1,398,598,Defeated
Brownsboro ISD,ISD,Henderson,9/19/98,10000000,Building,School Building,1,467,503,Defeated
City View ISD,ISD,Wichita,9/19/98,10000000,Building,School Building,1,507,148,Carried
Anahuac ISD,ISD,Chambers,9/19/98,7000000,Building,School Building,1,336,185,Carried
Lake Dallas ISD,ISD,Denton,9/19/98,30000000,Building,School  Building,1,771,258,Carried
Lewisville ISD,ISD,Denton,9/12/98,160000000,Building,School  Building,1,4159,818,Carried
Bullard ISD,ISD,Smith,9/12/98,14900000,Building,School Building,1,478,249,Carried
Allen ISD,ISD,Collin,9/12/98,115000000,Programs,Building,1,1599,595,Carried
Alief ISD,ISD,Harris,9/12/98,149660000,Building,School Building,1,1309,152,Carried
Aledo ISD,ISD,Parker,9/5/98,29500000,Building,School Building,1,1,0,Carried
Pflugerville,CITY,Travis,9/1/98,7500000,Other,Police,1,1,0,Carried
Pflugerville,CITY,Travis,9/1/98,5100000,Other,Street,2,1,0,Carried
Pflugerville,CITY,Travis,9/1/98,850000,Other,Park,3,1,0,Carried
Sweeny ISD,ISD,Brazoria,8/29/98,14000000,Building,School Building,1,389,75,Carried
Stratford ISD,ISD,Sherman,8/22/98,3965000,Building,School Building,1,162,305,Defeated
Rockwall,CITY,Rockwall,8/15/98,750000,Other,Park,4,538,201,Carried
Rockwall,CITY,Rockwall,8/15/98,4200000,Other,Road,5,508,220,Carried
Rockwall,CITY,Rockwall,8/15/98,1000000,Other,Street,3,603,139,Carried
Rockwall,CITY,Rockwall,8/15/98,4250000,Other,Road,2,607,135,Carried
Rockwall,CITY,Rockwall,8/15/98,750000,Renovations,Fire Station Improvements,1,669,73,Carried
Tarrant County,COUNTY,Tarrant,8/8/98,70600000,Building,Law Enforcement Center,1,6728,3620,Carried
Tarrant County,COUNTY,Tarrant,8/8/98,14600000,Building,Jail,3,6206,4090,Carried
Tarrant County,COUNTY,Tarrant,8/8/98,9100000,Building,Healthcare Facility,2,7137,3196,Carried
Stafford MSD,ISD,Fort Bend,8/8/98,13000000,Building,School Building,1,120,22,Carried
Cypress-Klein UD,WD,Harris,8/8/98,4000000,Other,Water & Sewer,1,1,0,Carried
Grand Lakes MUD 4,WD,Fort Bend,8/8/98,29900000,Other,"Water, Sewer & Drainage",1,1,0,Carried
Frisco,CITY,Collin,7/18/98,1000000,Other,Communication Sys,3,1,0,Carried
Frisco,CITY,Collin,7/18/98,2300000,Other,Park,4,1,0,Carried
Frisco,CITY,Collin,7/18/98,30000000,Other,Street,1,1,0,Carried
Frisco,CITY,Collin,7/18/98,6700000,Renovations,Fire Imprs,2,1,0,Carried
Frisco,CITY,Collin,7/18/98,10000000,Building,Performing Arts,8,2270,1622,Carried
Northwest Harris County MUD 05,WD,Harris,7/13/98,30180000,Other,Water & Sewer,1,1,0,Carried
Iraan-Sheffield ISD,ISD,Pecos,6/13/98,1500000,Building,School  Building,2,159,71,Carried
Iraan-Sheffield ISD,ISD,Pecos,6/13/98,25000000,Building,School  Building,1,184,53,Carried
Palacios ISD,ISD,Matagorda,6/6/98,5000000,Building,School Building,1,244,13,Carried
Rivercrest ISD,ISD,Red River,6/6/98,9000000,Building,School  Building,1,614,604,Carried
United ISD,ISD,Webb,6/2/98,115000000,Building,School Building,1,1065,639,Carried
Carthage ISD,ISD,Panola,5/30/98,11000000,Building,School Building,1,827,349,Carried
Beckville ISD,ISD,Panola,5/19/98,6900000,Building,School Building,1,373,291,Carried
Huntington ISD,ISD,Angelina,5/16/98,10800000,Building,School  Building,1,791,583,Carried
Plano,CITY,Collin,5/2/98,1000000,Building,Maintenance Ctr,6,1,0,Carried
Rowlett,CITY,Dallas,5/2/98,3400000,Building,Aquatic Center,1,1,0,Carried
Rowlett,CITY,Dallas,5/2/98,955000,Other,Park,4,1,0,Carried
Longview,CITY,"Gregg, Harrison",5/2/98,1140000,Renovations,Fire Imprs,3,1,0,Carried
Rowlett,CITY,Dallas,5/2/98,2100000,Building,Community Center,2,1,0,Carried
Plano,CITY,Collin,5/2/98,3000000,Building,Police Station & Jail,1,1,0,Carried
Plano,CITY,Collin,5/2/98,21634000,Other,Street,9,1,0,Carried
Longview,CITY,"Gregg, Harrison",5/2/98,11975000,Other,"Street, Drainage & Park",4,1,0,Carried
Longview,CITY,"Gregg, Harrison",5/2/98,1350000,Building,Municipal Building,1,1,0,Carried
Plano,CITY,Collin,5/2/98,1400000,Other,Fire Imprs,3,1,0,Carried
Longview,CITY,"Gregg, Harrison",5/2/98,3685000,Other,Park,2,1,0,Carried
Rowlett,CITY,Dallas,5/2/98,490000,Other,Park,3,1,0,Carried
Stephenville,CITY,Erath,5/2/98,2700000,Other,General,1,730,480,Carried
Plano,CITY,Collin,5/2/98,23235000,Other,Athletic Facilities & Renovations,8,1,0,Carried
Plano,CITY,Collin,5/2/98,5200000,Building,Library,2,1,0,Carried
Plano,CITY,Collin,5/2/98,4000000,Building,City Hall,5,1,0,Carried
Plano,CITY,Collin,5/2/98,1750000,Other,Animal Care & Control,4,1,0,Carried
Austin,CITY,Travis-Williamson,5/2/98,10000000,Other,Water,1,1,0,Carried
Plano,CITY,Collin,5/2/98,19402000,Building,Civic Center,7,1,0,Carried
Victoria County,COUNTY,Victoria,5/2/98,2700000,Other,Courthouse Improvements,1,1,0,Carried
Flatonia ISD,ISD,Fayette,5/2/98,3500000,Building,School  Building,1,314,366,Defeated
Gilmer ISD,ISD,Upshur,5/2/98,21000000,Building,School  Building,1,481,1115,Defeated
Highland Park ISDb,ISD,Potter,5/2/98,2500000,Renovations,School Building Improvements,1,1,0,Carried
Wink-Loving ISD,ISD,Winkler,5/2/98,1300000,Building,School Building,1,245,99,Carried
Yantis ISD,ISD,Wood,5/2/98,700000,Building,Gymnasium,2,213,93,Carried
Yoakum ISD,ISD,DeWitt,5/2/98,8000000,Building,School Building,1,392,200,Carried
Yantis ISD,ISD,Wood,5/2/98,1900000,Building,School Building,1,240,78,Carried
Conroe ISD,ISD,Montgomery,5/2/98,78695000,Building,School  Building,1,5937,1450,Carried
Alamo Heights ISD,ISD,Bexar,5/2/98,22000000,Building,School Building,1,1005,121,Carried
Yoakum ISD,ISD,DeWitt,5/2/98,8000000,Building,Building,NR,1,0,Carried
Tara Glen MUD,WD,Galveston,5/2/98,5000000,Refund,Refunding,1,1,0,Carried
Harris County MUD 005,WD,Harris,5/2/98,6000000,Other,"Water, Sewer & Drainage",1,1,0,Carried
Fort Worth,CITY,Tarrant,2/7/98,80000000,Programs,Street,1,14405,1150,Carried
Fort Worth,CITY,Tarrant,2/7/98,11800000,Programs,Park,3,13774,1663,Carried
Fort Worth,CITY,Tarrant,2/7/98,2700000,Building,Library,5,13712,1663,Carried
Lancaster,CITY,Dallas,2/7/98,8070000,Programs,Water & Sewer,1,1,0,Carried
Fort Worth,CITY,Tarrant,2/7/98,20700000,Building,Convention Center,2,13629,1835,Carried
Fort Worth,CITY,Tarrant,2/7/98,4800000,Renovations,Fire Station Improvements,4,14158,1256,Carried
Oak Point,CITY,Denton,2/7/98,1250000,Other,Street,A,198,55,Carried
Canton ISD,ISD,Van Zandt,2/7/98,6200000,Building,School Building,1,575,693,Defeated
Tyler ISD,ISD,Smith,2/7/98,30975000,Building,Building Improvements,1,1,0,Carried
Aransas County ISD,ISD,Aransas,2/7/98,14700000,Building,School Building,1,1331,822,Carried
Caldwell ISD,ISD,Burleson,2/7/98,8000000,Building,School Building,1,604,215,Carried
Spring ISD,ISD,Harris,2/3/98,15400000,Other,Computer Equipment,2,3799,1016,Carried
Spring ISD,ISD,Harris,2/3/98,41200000,Renovations,School Building Improvements,3,3815,948,Carried
Spring ISD,ISD,Harris,2/3/98,13150000,Building,School Building,1,3916,908,Carried
Cedar Hill,CITY,Dallas-Ellis,1/31/98,10300000,Other,Street,3,1068,492,Carried
Cedar Hill,CITY,Dallas-Ellis,1/31/98,11200000,Other,Street,2,1038,497,Carried
Crowley,CITY,Tarrant,1/31/98,5250000,Other,Street,1,440,71,Carried
Cedar Hill,CITY,Dallas-Ellis,1/31/98,10400000,Other,Street,1,1079,462,Carried
Crowley,CITY,Tarrant,1/31/98,500000,Renovations,Fire Station Improvements,2,416,97,Carried
Cedar Hill,CITY,Dallas-Ellis,1/31/98,600000,Other,Fire Equipment,4,1286,279,Carried
Lake Travis ISD,ISD,Travis,1/31/98,41020000,Building,School  Building,1,1939,1305,Carried
Port Aransas ISD,ISD,Nueces,1/24/98,1100000,Building,School  Building,1,203,47,Carried
Block House MUD,WD,Williamson,1/24/98,17000000,Other,"Water,Sewer,Drainage",1,1,0,Carried
Block House MUD,WD,Williamson,1/24/98,25500000,Refund,Refunding,2,1,0,Carried
Lumberton MUD,WD,Hardin,1/17/98,5200000,Other,Sewer,1,1,0,Carried
Carrollton,CITY,Dallas,1/16/98,5100000,Other,Traffic Signal Imprs,2,1,0,Carried
Carrollton,CITY,Dallas,1/16/98,9600000,Other,Drainage Imprs,3,1,0,Carried
Carrollton,CITY,Dallas,1/16/98,29900000,Other,Street,1,1,0,Carried
Troup ISD,ISD,Smith,12/13/97,1945000,Building,School Building Improvements,1,246,39,Carried
Pottsboro ISD,ISD,Grayson,12/13/97,2110000,Building,Auditorium,2,1,0,Carried
Pottsboro ISD,ISD,Grayson,12/13/97,9820000,Building,School  Building,1,1,0,Carried
Pottsboro ISD,ISD,Grayson,12/13/97,4700000,Building,Multi-Pupose Center,3,1,0,Carried
Coleman ISD,ISD,Coleman,12/13/97,750000,Other,Sch Bldg Imprs,1,282,63,Carried
Childress ISD,ISD,Childress,12/13/97,1800000,Building,School Building,1,501,94,Carried
Seguin ISD,ISD,Guadalupe,12/13/97,22505000,Other,School Building Improvements,1,1,0,Carried
Burnet CISD,ISD,Burnet,12/13/97,9000000,Other,School Building Imprs,1,456,429,Carried
Port Freeport,WD,Brazoria,12/9/97,16000000,Refund,Port Improvements,1,1,0,Carried
Clyde CISD,ISD,Callahan,12/6/97,11140000,Other,Sch Bldg Imprs,1,404,466,Defeated
Brooks County ISD,ISD,Brooks,12/6/97,7480000,Other,School Building Imprs,1,221,306,Defeated
Killeen ISD,ISD,Bell,12/6/97,64000000,Building,School Building Imprs,1,1423,1121,Carried
China Spring ISD,ISD,McLennan,12/6/97,4800000,Building,School Building Improvements,1,583,99,Carried
Victoria ISD,ISD,Victoria,12/6/97,31000000,Renovations,School Building Improvements,1,3371,1992,Carried
Florence ISD,ISD,Williamson,12/6/97,6820000,Building,School  Building,1,254,44,Carried
Springtown ISD,ISD,Parker,12/6/97,23000000,Renovations,School Building Improvements,1,706,271,Carried
Devine ISD,ISD,Medina,12/6/97,5150000,Renovations,School Building Improvements,1,1360,275,Carried
Llano ISD,ISD,Llano,12/6/97,1125000,Renovations,School Building Improvements,2,1123,591,Carried
Zephyr ISD,ISD,Brown,12/6/97,555000,Building,School Building,1,1,0,Carried
Crandall ISD,ISD,Kaufman,12/6/97,4570000,Building,School Building Improvements,1,378,52,Carried
Bosqueville ISD,ISD,McLennan,12/6/97,1250000,Other,School Building Imprs,1,108,23,Carried
Itasca ISD,ISD,Hill,12/6/97,1500000,Renovations,School Building Improvements,1,161,44,Carried
Llano ISD,ISD,Llano,12/6/97,2250000,Building,School  Building,3,970,736,Carried
Rogers ISD,ISD,Bell,12/6/97,2500000,Building,School Building Improvements,1,329,36,Carried
Troy ISD,ISD,Bell,12/6/97,725000,Other,Athletic Field Improvements,2,1,0,Carried
Goldthwaite ISD,ISD,Mills,12/6/97,2100000,Building,School Building Improvements,1,293,52,Carried
Holland ISD,ISD,Bell,12/6/97,12000000,Renovations,School Building Improvements,1,142,5,Carried
China Spring ISD,ISD,McLennan,12/6/97,1750000,Other,Athletic Facilities Improvements,2,535,141,Carried
Whitehouse ISD,ISD,Smith,12/6/97,25000000,Building,School Building Improvements,1,1666,1195,Carried
Willis ISD,ISD,Montgomery,12/6/97,14160000,Other,School Building Improvements,1,551,451,Carried
Keller ISD,ISD,Tarrant,12/6/97,7000000,Building,School  Building,3,1317,535,Carried
Orange Grove ISD,ISD,Jim Wells,12/6/97,8000000,Building,School Building Improvements,1,237,44,Carried
Santa Maria ISD,ISD,Cameron,12/6/97,2350000,Building,School Building Improvements,1,108,36,Carried
Keller ISD,ISD,Tarrant,12/6/97,78400000,Building,School  Building,1,1366,492,Carried
Medina Valley ISD,ISD,Medina,12/6/97,6500000,Other,School Building Improvements,1,707,208,Carried
Belton ISD,ISD,Bell,12/6/97,12000000,Building,School Building Imprs,1,312,199,Carried
Keller ISD,ISD,Tarrant,12/6/97,4300000,Other,Computer Equipment,2,1321,527,Carried
Llano ISD,ISD,Llano,12/6/97,1570000,Building,School  Building,1,1092,644,Carried
Bells ISD,ISD,Grayson,12/6/97,4000000,Building,School Building Imprs,1,205,46,Carried
Bluff Dale ISD,ISD,Erath,12/6/97,1100000,Other,School Building Imprs,1,96,65,Carried
Blanco ISD,ISD,Blanco,12/6/97,6500000,Renovations,School Building Imprs,1,379,226,Carried
Hurst-Euless-Bedford ISD,ISD,Tarrant,11/22/97,1370000,Building,School  Building,3,2899,3011,Defeated
Hurst-Euless-Bedford ISD,ISD,Tarrant,11/22/97,1630000,Renovations,School Building Improvements,4,2906,3004,Defeated
Johnson City ISD,ISD,Blanco,11/22/97,5600000,Renovations,School Building Improvements,1,176,452,Defeated
Lovelady ISD,ISD,Houston,11/22/97,2990000,Building,School Building Renovations,1,258,366,Defeated
West ISD,ISD,McLennan,11/22/97,11500000,Renovations,School Building Improvements,1,1103,788,Carried
Anthony ISD,ISD,El Paso,11/22/97,4000000,Other,School Building Imprs,1,182,85,Carried
Jacksonville ISD,ISD,Cherokee,11/22/97,11000000,Building,School  Building,1,911,454,Carried
Hurst-Euless-Bedford ISD,ISD,Tarrant,11/22/97,136660000,Renovations,School Building Improvements,1,3645,2302,Carried
Hurst-Euless-Bedford ISD,ISD,Tarrant,11/22/97,34580000,Other,Computer Equipment,2,3499,2418,Carried
Fort Bend County MUD 047,WD,Fort Bend,11/17/97,12975000,Other,"Water, Sewer & Drainage",1,1,0,Carried
Athens,CITY,Henderson,11/15/97,700000,Other,Fire Imprs,2,1,0,Carried
Athens,CITY,Henderson,11/15/97,3800000,Other,Street,1,1,0,Carried
Silsbee ISD,ISD,Hardin,11/15/97,22500000,Renovations,School Building Improvements,1,1165,504,Carried
Burkburnett ISD,ISD,Wichita,11/15/97,1025000,Other,School Imprs,3,1326,709,Carried
Burkburnett ISD,ISD,Wichita,11/15/97,11500000,Other,School Imprs,1,1310,682,Carried
Buna ISD,ISD,Jasper,11/15/97,13000000,Other,School Building Imprs,1,473,54,Carried
Burkburnett ISD,ISD,Wichita,11/15/97,1215000,Other,School Imprs,2,1161,783,Carried
Friendswood ISD,ISD,Galveston,11/15/97,17800000,Building,School Building Improvements,1,1299,305,Carried
Bartlett ISD,ISD,Bell,11/15/97,2000000,Building,School Building Imprs,1,97,43,Carried
Ponder ISD,ISD,Denton,11/15/97,6200000,Building,School Building Improvements,1,1,0,Carried
Comal ISD,ISD,"Comal, Bexar, Guadalupe, Hays & Kendall",11/8/97,1485000,Building,School Building Improvements,4,2084,2968,Defeated
Comal ISD,ISD,"Comal, Bexar, Guadalupe, Hays & Kendall",11/8/97,42390000,Building,School  Building,2,1954,3125,Defeated
Comal ISD,ISD,"Comal, Bexar, Guadalupe, Hays & Kendall",11/8/97,9825000,Other,Computer Equipment,3,2272,2777,Defeated
Baird ISD,ISD,Callahan,11/8/97,1500000,Building,School Building,1,174,296,Defeated
Baird ISD,ISD,Callahan,11/8/97,600000,Other,Gymnasium,2,159,307,Defeated
Comal ISD,ISD,"Comal, Bexar, Guadalupe, Hays & Kendall",11/8/97,38485000,Building,School Building Improvements,1,2106,2969,Defeated
Anna ISD,ISD,Collin,11/8/97,6500000,Other,School Building Imprs,1,237,101,Carried
Brownsville ISD,ISD,Cameron,11/8/97,100000000,Other,School Building Imprs,1,1,0,Carried
Princeton ISD,ISD,Collin,11/8/97,5600000,Renovations,School Building Renovations,1,250,41,Carried
Taylor,CITY,Williamson,11/4/97,1015000,Other,Drainage,2,893,193,Carried
Taylor,CITY,Williamson,11/4/97,885000,Other,Park,3,669,411,Carried
Taylor,CITY,Williamson,11/4/97,1145000,Other,Police and Fire Equipment,4,867,214,Carried
Taylor,CITY,Williamson,11/4/97,4955000,Other,Bridge,1,901,190,Carried
Travis County,COUNTY,Travis,11/4/97,50890000,Other,Improvements,1,1,0,Carried
Harris County,COUNTY,Harris,11/4/97,7000000,Building,Park,2,1,0,Carried
Harris County,COUNTY,Harris,11/4/97,356000000,Other,Road,1,1,0,Carried
Harris County,COUNTY,Harris,11/4/97,15000000,Building,Library,3,1,0,Carried
Travis County,COUNTY,Travis,11/4/97,43540000,Other,Road,1,1,0,Carried
Waco ISD,ISD,McLennan,11/4/97,15000000,Renovations,School Building Improvements,1,3553,1794,Carried
Karnes City ISD,ISD,Karnes,11/4/97,1000000,Building,School Building Improvements,1,264,161,Carried
Sienna Plantation LID,WD,Fort Bend,11/4/97,44000000,Programs,Levee,1,1,0,Carried
Sienna Plantation LID,WD,Fort Bend,11/4/97,110000000,Programs,Flood Control,1,1,0,Carried
Archer City ISD,ISD,Archer,11/1/97,1750000,Other,School Building Imprs,1,291,50,Carried
Venus ISD,ISD,Johnson,11/1/97,4000000,Renovations,School Building Improvements,1,74,18,Carried
Uvalde CISD,ISD,Uvalde,10/25/97,25000000,Building,School Building,1,2525,819,Carried
Hamilton ISD,ISD,Hamilton,10/25/97,5490000,Renovations,School Building Imprs,1,735,513,Carried
Claude ISD,ISD,Armstrong,10/14/97,2500000,Other,School Building Imprs,1,233,351,Defeated
Prosper ISD,ISD,Collin,10/4/97,10600000,Renovations,School Building Improvements,1,334,120,Carried
Liberty Hill ISD,ISD,Williamson,9/30/97,13900000,Renovations,School Building Improvements,1,438,159,Carried
Benbrook,CITY,Tarrant,9/27/97,2530000,Other,Street,1,1,0,Carried
Benbrook,CITY,Tarrant,9/27/97,475000,Other,Vehicles,4,1,0,Carried
Benbrook,CITY,Tarrant,9/27/97,2630000,Other,Drainage Imprs,2,1,0,Carried
Benbrook,CITY,Tarrant,9/27/97,2400000,Other,Community Ctr,3,1,0,Carried
Canton ISD,ISD,Van Zandt,9/27/97,12000000,Other,School Building Imprs,1,671,942,Defeated
Wylie ISDa,ISD,Collin,9/20/97,21500000,Building,School Building,1,1,0,Carried
Del Valle ISD,ISD,Travis,9/6/97,4500000,Other,Other,2,1,0,Carried
Del Valle ISD,ISD,Travis,9/6/97,22750000,Building,Building,1,1,0,Carried
Del Valle ISD,ISD,Travis,9/6/97,10850000,Renovations,Renovations,3,1,0,Carried
Johnson City ISD,ISD,Blanco,8/23/97,2650000,Renovations,School Building Improvements,1,123,208,Defeated
Cedar Park,CITY,Williamson,8/9/97,14225000,Other,Street,1,1,0,Carried
Cedar Park,CITY,Williamson,8/9/97,1135000,Other,Fire Station,3,1,0,Carried
Cedar Park,CITY,Williamson,8/9/97,260000,Other,Park,5,1,0,Carried
Cedar Park,CITY,Williamson,8/9/97,5750000,Other,Jail,2,1,0,Carried
Cedar Park,CITY,Williamson,8/9/97,2750000,Other,Library,4,1,0,Carried
Port of Beaumont ND,WD,Jefferson,7/15/97,27000000,Refund,PORT Improvements,1,1,0,Carried
Argyle ISD,ISD,Denton,5/24/97,13216800,Refund,Refund M&O,1,1,0,Carried
Garland,CITY,Dallas,5/3/97,5890000,Other,Library,3,1,0,Carried
Garland,CITY,Dallas,5/3/97,1710000,Other,Facil Impr,7,1,0,Carried
Austin,CITY,Travis-Williamson,5/3/97,38000000,Other,Communication Sys,1,1,0,Carried
Garland,CITY,Dallas,5/3/97,12370000,Other,Park,4,1,0,Carried
Garland,CITY,Dallas,5/3/97,10570000,Other,Drainage,2,1,0,Carried
Garland,CITY,Dallas,5/3/97,19890000,Other,Public Safety,6,1,0,Carried
Garland,CITY,Dallas,5/3/97,72210000,Other,Street,1,1,0,Carried
Garland,CITY,Dallas,5/3/97,3440000,Building,Cultural Arts Facilities,5,1,0,Carried
Brazoria County MUD 6,WD,Brazoria,5/3/97,38500000,Other,"Water, Sewer & Drainage",1,1,0,Carried
Brazoria County MUD 6,WD,Brazoria,5/3/97,38500000,Refund,Refunding,1,1,0,Carried
Round Rock ISD,ISD,Williamson,3/22/97,99325000,Building,School  Building,1,1,0,Carried
Azle ISD,ISD,Tarrant,3/15/97,31800000,Building,Building & Renovations,1,1,0,Carried
West Travis County MUD 05,WD,Travis,3/15/97,16700000,Other,Water and Sewer,1,1,0,Carried
Aldine ISD,ISD,Harris,3/8/97,84300000,Building,School Building,1,1,0,Carried
Nederland ISD,ISD,Jefferson,3/1/97,13395000,Building,School  Building,1,1,0,Carried
Midland ISD,ISD,Midland,3/1/97,39500000,Building,School  Building,1,1,0,Carried
Clifton ISD,ISD,Bosque,2/8/97,5800000,Other,Sch Bldg Imprs,1,736,406,Carried
Callisburg ISD,ISD,Cooke,2/1/97,2500000,Other,School Building Imprs,1,362,437,Defeated
Leander ISD,ISD,Williamson,1/25/97,79000000,Renovations,School Building Renovations,1,954,639,Carried
Arlington,CITY,Tarrant,1/18/97,37860000,Other,Park,1,1,0,Carried
Rowlett,CITY,Dallas,1/18/97,320000,Renovations,Traffic Imprs,2,1,0,Carried
Rowlett,CITY,Dallas,1/18/97,15000000,Other,Street,1,1,0,Carried
